GeneID	Length	36808_FFPE_control	43323_FFPE_control	43917_FFPE_od	44331_FFPE_od	45726_FFPE_control	47198_FFPE_control	50276_FFPE_control	50315_FFPE_control	50416_FFPE_od	51234_FFPE_od	60126_FFPE_control	60126_FF_control	60127_FFPE_od	60127_FF_od	60177_FFPE_od	60459_FF_control	60460_FFPE_control	60460_FF_control	60461_FFPE_od	60461_FF_od	60462_FF_control	60462_FFPE_control	60516_FF_control	60629_FF_control	60631_FF_od	60636_FFPE_od	60636_FF_od	60679_FFPE_od	60679_FF_od	60749_FFPE_od	60749_FF_od	60792_FFPE_od	61478_FFPE_control
ENSCAFG00000041575	1220	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	1	2	1	0	0	0	0	0	2	0	1	0	1	1
ENSCAFG00000011349	799	61	70	63	211	126	173	135	65	26	77	269	230	81	138	108	278	407	256	287	165	158	12	226	210	248	114	246	112	275	158	146	193	141
ENSCAFG00000025332	1395	4	4	5	3	3	1	0	0	2	1	7	2	0	0	6	1	5	1	7	2	2	1	6	2	9	6	19	1	1	4	1	0	3
ENSCAFG00000011363	950	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	1	0	0	0	0	0
ENSCAFG00000011370	550	8	40	31	50	43	64	24	9	22	54	151	98	16	80	72	129	85	149	82	123	100	3	203	98	134	82	270	35	186	123	112	50	21
ENSCAFG00000011451	3939	309	196	67	384	261	381	236	22	32	34	1827	1342	281	532	144	3137	570	3314	242	159	1352	18	1259	2504	246	97	1230	131	1684	159	153	87	234
ENSCAFG00000011515	1205	119	83	37	128	104	127	116	8	21	89	1379	874	135	371	83	1041	385	1014	235	973	1390	40	867	845	682	97	1044	102	896	329	364	48	101
ENSCAFG00000011535	1540	18	17	11	46	20	15	20	0	4	27	43	54	28	93	29	39	31	84	34	137	73	4	84	58	129	40	143	17	100	103	88	28	20
ENSCAFG00000011547	870	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000011554	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000011565	3048	52	63	71	113	56	44	50	11	36	70	282	207	92	143	69	257	155	246	120	201	141	10	365	213	332	117	460	57	306	231	166	59	86
ENSCAFG00000011590	2134	67	74	43	118	65	89	64	8	31	63	625	520	182	435	59	654	256	757	136	529	636	26	495	500	379	112	724	90	740	356	337	64	48
ENSCAFG00000011597	3420	22	30	7	35	19	22	13	5	1	4	16	12	20	15	8	21	24	48	10	7	31	2	45	53	1	1	23	3	15	1	0	30	11
ENSCAFG00000011599	1786	4	0	2	4	0	2	2	0	1	5	0	6	2	0	1	1	2	0	1	6	10	0	10	4	3	1	20	1	4	4	2	0	0
ENSCAFG00000041420	1222	112	77	84	140	71	146	87	11	87	175	890	654	150	801	180	817	310	1321	283	1325	846	27	878	788	1442	213	1332	124	1211	570	636	146	120
ENSCAFG00000011618	1403	25	23	25	61	41	31	9	2	15	46	74	78	33	82	48	139	82	153	50	176	113	12	111	177	197	53	232	36	183	128	146	24	57
ENSCAFG00000011629	2976	23	32	30	35	41	40	22	8	17	18	75	54	36	76	26	79	71	116	46	56	85	7	114	72	109	37	191	24	120	54	34	35	33
ENSCAFG00000011655	2730	20	42	24	69	67	42	25	5	13	36	128	77	59	67	20	129	82	101	61	123	133	14	197	68	313	54	339	32	188	111	84	31	47
ENSCAFG00000011687	2286	78	83	30	83	81	123	74	15	28	57	516	370	98	207	49	698	213	730	135	244	455	8	377	628	267	49	447	71	574	262	194	52	62
ENSCAFG00000011733	2368	566	281	96	463	250	567	314	22	59	110	4042	3311	483	979	212	4286	718	4275	559	688	2746	50	1775	4148	462	238	1561	243	1840	337	353	172	315
ENSCAFG00000011792	4444	201	175	92	392	169	245	175	18	145	242	2005	1575	628	1265	206	1520	411	1165	526	1812	1583	62	1057	1104	1281	280	1599	230	1224	732	673	185	233
ENSCAFG00000011814	849	2	6	8	10	9	6	10	2	18	10	35	17	14	21	9	18	8	20	15	44	8	1	39	20	40	9	42	13	41	34	32	4	1
ENSCAFG00000011840	2344	46	58	3	99	57	45	20	3	1	3	614	363	54	123	18	520	124	609	74	76	354	20	308	518	38	23	199	25	219	66	36	19	33
ENSCAFG00000011845	222	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0
ENSCAFG00000011848	390	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	4	3	1	0	0	3	0	0	1	0	0	0	0	3	1	1	0	0
ENSCAFG00000012081	4036	179	126	71	337	171	174	119	8	42	71	1690	1312	339	995	138	2218	646	2718	441	962	1748	38	3043	1949	633	254	3937	128	1982	518	421	139	120
ENSCAFG00000011851	2551	42	35	11	44	19	88	27	6	11	33	248	183	87	190	76	244	51	306	85	256	155	0	126	259	380	35	210	35	468	390	225	88	39
ENSCAFG00000032114	1859	24	14	7	34	35	25	16	0	15	32	155	137	58	113	31	117	48	148	44	181	157	9	139	90	143	22	159	19	156	69	82	17	11
ENSCAFG00000012251	531	4	5	0	1	0	0	0	0	0	0	6	7	16	15	0	8	5	7	3	2	13	1	4	11	0	2	4	0	2	0	0	0	4
ENSCAFG00000012306	8222	727	480	95	792	679	709	285	30	20	37	9447	6577	795	2247	95	7119	1241	6574	600	704	8958	258	5287	6216	76	107	8857	348	4705	272	274	121	298
ENSCAFG00000012378	1377	45	58	36	107	63	79	61	10	79	86	698	519	178	427	70	451	180	221	201	637	521	21	415	327	528	114	518	118	671	501	390	80	124
ENSCAFG00000012405	5358	229	287	225	528	345	367	305	44	314	624	2452	1864	809	2033	559	1876	691	1506	877	3793	2208	81	1925	1295	2846	627	2582	448	2476	1514	1656	496	353
ENSCAFG00000042119	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000012423	1177	52	41	17	64	23	51	25	7	37	19	240	178	86	119	23	188	119	250	49	86	174	13	167	171	118	41	187	22	228	78	79	29	26
ENSCAFG00000012426	2622	2	3	1	5	0	1	1	0	1	0	7	3	2	1	0	1	1	5	2	1	3	8	9	8	1	0	0	2	6	1	2	1	1
ENSCAFG00000012434	2152	267	217	116	417	298	310	203	14	86	276	1816	1570	416	1376	206	2064	583	2125	511	1796	2099	41	2835	1742	1252	351	3126	257	2256	667	751	138	173
ENSCAFG00000012504	3319	0	0	1	2	0	3	0	0	0	0	5	7	5	4	1	8	6	16	1	5	17	16	2	10	12	1	9	2	13	2	5	0	3
ENSCAFG00000012576	886	9	5	7	20	28	10	5	0	1	7	3	11	14	6	6	25	14	15	16	15	2	0	27	17	33	10	40	8	41	19	20	3	10
ENSCAFG00000012580	1803	61	49	19	109	36	44	38	4	31	33	254	218	109	201	45	362	140	607	123	118	270	9	375	434	86	55	355	57	314	128	120	11	61
ENSCAFG00000012638	2643	100	52	51	126	46	82	48	7	90	166	406	377	152	535	120	446	147	451	190	773	446	13	505	451	1154	154	884	101	944	381	408	76	74
ENSCAFG00000012682	1587	81	39	19	135	78	112	60	4	3	20	491	364	94	156	40	683	210	758	121	133	492	10	503	654	90	38	490	73	489	55	61	47	59
ENSCAFG00000012706	771	40	24	18	61	19	43	25	2	25	51	798	544	177	353	51	384	170	380	136	599	724	16	386	284	352	68	464	79	453	215	288	23	38
ENSCAFG00000030934	164	972	155	147	209	513	251	100	44	161	123	120	113	128	58	173	6	42	0	64	66	22	48	19	0	6	46	2	32	1	23	29	277	135
ENSCAFG00000012711	3136	51	6	33	1	14	32	27	1	7	1	40	20	5	2	2	52	20	7	4	6	85	11	98	8	2	7	63	1	4	5	3	19	7
ENSCAFG00000012739	1845	18	21	10	45	62	41	48	6	2	8	182	144	25	49	16	229	99	230	75	139	191	8	142	158	114	16	181	37	252	121	99	6	30
ENSCAFG00000012776	1899	195	199	44	192	117	206	161	10	31	67	1120	664	154	570	101	2299	553	3215	292	352	735	17	1387	2015	401	138	1105	133	1581	180	208	49	102
ENSCAFG00000012784	860	36	34	14	47	14	16	7	2	17	23	276	180	48	152	29	127	31	115	39	215	219	6	123	91	194	28	250	15	181	174	128	20	10
ENSCAFG00000012803	2358	25	22	5	52	4	14	15	1	2	3	39	16	8	10	21	40	17	81	22	18	41	0	80	48	50	9	129	9	53	18	15	5	17
ENSCAFG00000028875	2463	56	64	235	118	69	197	244	606	69	62	23	28	13	11	380	16	52	6	76	17	14	14	55	17	31	117	126	39	50	39	29	552	304
ENSCAFG00000026416	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000012810	1671	103	47	15	128	66	139	78	19	6	8	327	250	53	77	21	630	121	678	98	38	245	3	198	543	5	20	262	32	322	18	10	33	40
ENSCAFG00000030485	1092	34	35	17	51	24	48	22	6	33	80	192	171	93	314	76	121	104	187	113	742	221	11	217	90	381	98	277	57	325	157	145	62	42
ENSCAFG00000012831	684	108	76	21	141	18	193	74	10	14	24	176	116	63	44	31	149	143	211	95	20	101	4	80	193	19	24	85	79	224	7	7	6	86
ENSCAFG00000012855	1130	100	88	42	188	71	134	65	2	60	113	1325	901	225	819	123	1345	465	1547	381	1019	1194	17	1321	1223	940	194	1528	167	1631	551	514	75	110
ENSCAFG00000012899	2223	296	322	60	403	291	883	417	57	35	88	2872	2182	250	445	151	3214	1112	3607	460	328	1728	43	1283	2369	341	118	818	143	1002	338	305	167	476
ENSCAFG00000012965	3289	194	159	95	324	114	361	204	22	69	198	1959	1420	425	1061	196	1763	530	1971	602	1139	1420	37	1347	1769	880	245	1536	293	1809	810	631	234	255
ENSCAFG00000049092	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013033	2845	599	578	345	883	539	659	486	41	473	840	7896	6246	1658	4478	654	2480	1617	2057	1811	4917	4302	244	2709	2398	2838	826	3404	640	2992	2621	2013	683	737
ENSCAFG00000013061	1408	36	23	11	54	24	53	27	5	8	66	131	110	35	74	57	276	93	359	117	159	68	2	150	257	222	41	159	40	367	148	164	76	38
ENSCAFG00000013070	2726	0	0	0	6	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	2	3	7	0	1	0	0	1	0	0	0	0	0	0
ENSCAFG00000013078	537	13	7	7	12	7	11	14	0	3	10	104	120	20	79	14	54	54	149	31	25	145	6	149	129	21	34	95	22	98	34	38	6	11
ENSCAFG00000013083	1016	134	168	168	255	232	561	442	59	191	649	1257	1043	280	1169	332	572	628	576	502	2302	1575	42	818	584	1217	456	1370	325	997	591	695	536	641
ENSCAFG00000031896	702	40	18	16	19	18	35	25	0	23	32	440	303	105	219	31	168	44	202	68	256	278	7	213	199	202	56	225	34	183	149	187	22	10
ENSCAFG00000027805	105	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000013103	2560	156	117	82	216	81	130	79	5	88	129	1279	1081	232	821	158	675	320	566	299	780	1055	41	632	619	806	159	984	113	826	855	519	112	124
ENSCAFG00000013124	2683	0	1	1	1	0	0	1	0	0	0	1	0	5	3	0	0	0	0	0	1	5	10	0	0	0	0	1	0	1	1	1	0	0
ENSCAFG00000048186	297	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
ENSCAFG00000028476	1144	231	187	107	255	233	362	205	31	100	140	3336	2074	288	765	200	733	602	1146	355	1019	1819	32	770	1029	858	173	1305	161	984	711	425	187	223
ENSCAFG00000013132	807	4	0	11	7	0	0	4	0	6	6	4	0	0	1	15	2	7	0	10	5	1	8	4	1	18	5	36	5	6	32	13	7	8
ENSCAFG00000013138	606	133	55	23	169	68	89	62	11	8	26	1062	641	36	219	74	403	182	613	74	262	632	6	202	434	132	53	307	43	428	223	180	60	28
ENSCAFG00000013153	1170	153	27	72	177	74	148	75	17	37	81	551	368	156	507	91	581	238	997	203	736	614	17	733	626	753	173	892	113	852	480	545	106	147
ENSCAFG00000013168	1194	0	1	0	1	2	1	0	4	3	0	0	1	1	2	4	0	0	1	1	1	9	3	0	0	3	1	4	0	1	1	0	3	0
ENSCAFG00000013195	1592	88	69	118	167	147	131	91	57	40	210	262	231	114	151	138	315	218	310	310	630	317	24	611	294	1068	193	1089	145	949	362	405	137	115
ENSCAFG00000013216	2016	55	36	29	88	21	27	22	0	35	32	148	96	75	110	53	82	58	180	60	118	112	6	181	131	261	68	250	50	244	310	249	48	31
ENSCAFG00000024955	1201	1447	1000	711	1397	1344	3844	3340	476	998	1883	17263	13320	4353	12908	1485	7021	4621	6482	3040	14461	12784	1063	6169	6749	5517	1783	7611	1222	6542	2897	4026	2607	3864
ENSCAFG00000013251	1938	41	39	11	84	31	42	28	0	4	3	428	269	109	224	20	296	107	405	52	62	331	7	328	204	32	20	178	34	292	137	116	10	23
ENSCAFG00000032485	1284	2	34	11	12	0	17	0	0	11	0	12	22	3	14	2	1	5	0	1	2	24	14	3	2	1	4	1	12	2	11	4	9	19
ENSCAFG00000013285	804	0	0	0	0	0	1	2	0	2	1	0	1	4	0	1	0	2	0	0	2	2	0	2	0	2	0	1	0	0	0	1	0	1
ENSCAFG00000025135	3625	56	25	13	54	54	93	41	2	9	8	121	96	17	49	44	207	69	270	57	125	99	9	121	226	162	36	183	30	227	137	116	67	38
ENSCAFG00000044235	357	5	0	0	4	0	2	2	0	0	0	8	8	1	3	3	9	1	5	2	0	4	1	2	6	4	2	3	1	19	0	5	0	1
ENSCAFG00000013292	661	25	13	15	30	11	51	34	1	19	33	206	154	63	139	42	87	55	94	53	266	167	16	112	98	141	56	152	20	145	81	85	23	60
ENSCAFG00000013299	1896	63	96	44	134	62	106	59	3	41	117	1060	836	240	792	73	922	332	1002	239	1337	1345	31	1007	875	878	164	1260	131	1220	689	685	52	80
ENSCAFG00000013334	2616	94	103	125	223	167	202	101	23	112	273	283	286	166	247	270	216	286	297	363	494	281	26	355	236	712	261	812	183	731	471	316	312	188
ENSCAFG00000013350	3452	39	52	59	117	47	66	44	1	24	29	103	111	63	86	111	132	97	141	84	145	124	10	218	125	250	97	476	31	199	218	161	70	68
ENSCAFG00000013383	7129	265	158	155	500	235	386	206	43	109	267	977	853	335	607	396	1306	452	1415	539	1322	767	35	972	1240	1581	410	1576	211	1830	1016	850	389	322
ENSCAFG00000013415	2481	24	32	27	93	68	50	21	1	8	41	64	53	37	32	70	167	42	132	67	81	59	7	86	106	200	67	163	10	118	175	135	54	39
ENSCAFG00000013426	977	5	0	0	0	1	1	0	0	0	2	2	1	3	0	1	7	4	2	0	1	5	0	9	4	0	0	3	1	5	2	2	3	0
ENSCAFG00000013463	4543	123	231	434	250	118	122	53	37	174	78	161	176	158	135	244	80	113	47	123	144	177	32	217	107	245	143	600	57	130	323	203	182	115
ENSCAFG00000013474	845	100	122	64	169	86	220	92	9	91	196	463	336	98	190	136	504	247	627	204	397	348	9	421	434	413	228	722	143	684	397	345	179	109
ENSCAFG00000013480	740	61	39	19	75	35	103	58	7	22	46	425	343	74	231	36	617	148	602	121	350	379	13	463	516	204	72	511	56	469	159	176	25	83
ENSCAFG00000013500	2194	89	54	64	155	146	74	67	9	26	57	378	262	90	150	106	411	123	329	168	332	228	15	633	332	370	115	880	85	554	328	274	82	54
ENSCAFG00000013552	2520	82	68	38	117	53	99	93	5	50	73	489	364	113	265	78	404	191	735	191	427	543	13	394	544	400	79	659	73	685	336	266	89	70
ENSCAFG00000048401	139	2198	3343	1352	3296	1494	3021	1168	151	23013	6102	2362	1855	5970	2198	2434	222	4918	163	5717	872	1740	1323	869	196	867	5047	1915	3104	222	3529	2718	4172	6540
ENSCAFG00000046052	330	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	7	2	1	0	0	0	0	3	0	3	0	0	0	0
ENSCAFG00000049209	2444	0	0	0	1	1	0	0	0	0	0	2	1	2	1	5	0	0	0	0	10	8	11	2	3	5	0	1	0	0	3	1	2	0
ENSCAFG00000043022	1199	1	0	0	3	2	0	0	0	0	0	9	4	3	5	3	1	2	0	1	0	5	13	4	4	2	0	8	2	1	2	5	0	0
ENSCAFG00000013615	1392	10	7	26	25	6	10	7	1	9	26	48	22	17	31	49	56	20	49	19	46	33	5	105	36	155	32	105	9	75	66	76	24	4
ENSCAFG00000028559	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000013628	1419	3	2	3	3	1	1	0	3	0	4	7	7	5	4	1	13	2	23	2	8	18	4	14	18	7	3	18	0	23	6	5	11	1
ENSCAFG00000013654	2591	134	174	114	332	164	313	168	22	125	275	1064	779	463	1064	209	888	376	1111	387	1815	1175	28	920	896	1484	304	1544	218	1568	851	774	310	329
ENSCAFG00000013662	645	8	6	12	30	13	3	4	0	0	2	15	27	17	32	9	70	8	30	4	16	37	1	33	34	18	6	60	2	28	16	9	6	16
ENSCAFG00000013677	2359	57	18	36	115	20	40	28	1	80	93	262	289	267	402	71	276	137	179	146	590	327	28	253	239	632	124	492	35	249	214	262	63	38
ENSCAFG00000029947	1695	1	1	1	0	0	0	0	0	0	0	1	3	1	5	0	0	2	4	0	0	7	6	0	7	0	0	0	0	1	0	0	0	0
ENSCAFG00000013724	2182	6	3	5	6	6	3	2	0	1	4	11	6	6	3	0	14	2	2	7	5	16	14	77	9	1	2	16	3	5	13	12	1	1
ENSCAFG00000013830	2401	139	155	95	418	271	247	116	14	56	189	1181	914	260	558	210	1479	582	2303	368	1022	1002	32	1270	1301	1254	331	1681	186	1634	1013	843	191	195
ENSCAFG00000031059	1145	1	1	2	1	1	0	1	0	0	0	1	1	2	0	0	8	1	5	0	0	5	5	1	5	0	0	2	0	0	1	0	0	1
ENSCAFG00000013916	2451	943	891	324	1046	671	2698	1616	169	128	550	2552	2088	619	1085	714	3220	2720	3351	2150	688	1404	60	2234	3485	794	526	2280	650	2678	680	497	781	1420
ENSCAFG00000013928	705	46	31	18	56	18	20	21	0	25	55	180	147	69	229	39	176	85	245	75	318	245	14	302	191	339	48	380	33	311	142	177	17	26
ENSCAFG00000013934	659	339	302	208	702	358	553	436	78	336	1121	5395	4364	1703	5288	603	3050	2104	3918	1627	8844	5681	203	4980	2821	5795	1800	7772	1612	6816	2880	3211	489	798
ENSCAFG00000030426	1194	18	15	14	21	21	13	6	5	7	12	66	46	14	37	22	53	34	115	27	71	66	0	88	115	78	18	103	15	79	63	54	26	19
ENSCAFG00000013951	2665	27	37	23	55	33	63	37	15	18	28	173	151	62	169	51	182	146	262	96	107	115	9	116	131	127	46	165	55	296	50	37	34	19
ENSCAFG00000013964	2643	135	61	22	168	70	137	54	11	32	45	907	617	188	627	106	904	212	1184	162	655	855	16	584	818	485	80	706	83	1069	253	243	82	81
ENSCAFG00000013970	534	1	0	1	2	1	0	0	0	1	0	1	0	0	2	0	3	0	0	4	0	3	1	0	0	0	0	1	0	1	0	1	0	0
ENSCAFG00000013975	1198	18	27	28	62	24	69	47	6	26	49	191	150	58	125	52	240	151	382	133	246	185	16	226	183	291	77	378	50	335	132	123	35	43
ENSCAFG00000013980	756	4	0	4	2	0	1	2	0	6	14	3	3	2	11	6	12	3	16	6	37	6	1	1	7	55	6	17	2	5	16	21	4	2
ENSCAFG00000013993	2270	1	0	0	0	1	0	2	0	0	0	0	0	3	6	0	0	1	4	1	1	5	7	12	1	0	2	19	1	3	0	0	0	0
ENSCAFG00000014000	1129	27	17	8	29	42	17	16	0	8	21	302	173	43	128	21	131	36	295	27	194	276	5	125	183	114	23	175	17	214	101	105	20	19
ENSCAFG00000014007	1304	40	41	15	68	49	59	46	1	12	41	271	185	45	131	45	184	122	337	74	113	256	8	230	243	162	35	349	29	236	97	87	34	44
ENSCAFG00000027862	98	1	1	0	3	0	6	1	0	1	0	1	2	3	1	1	2	0	0	3	2	8	4	6	1	0	0	5	1	2	6	8	0	0
ENSCAFG00000028760	896	114	135	62	260	92	229	184	27	16	155	1098	789	150	409	96	992	743	1676	554	1255	1258	29	1174	1191	567	181	1430	191	1143	440	417	108	274
ENSCAFG00000014017	1287	12	21	45	60	53	34	29	10	7	318	111	103	43	80	77	70	73	128	308	1785	162	5	236	75	244	59	606	24	219	273	193	100	81
ENSCAFG00000014019	1025	2	8	2	8	0	6	1	0	5	7	19	21	23	27	2	4	10	10	3	23	14	9	9	23	20	9	20	4	12	13	4	0	1
ENSCAFG00000049471	378	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSCAFG00000046491	672	0	1	6	3	0	2	7	2	0	1	5	2	3	11	1	0	0	1	2	7	4	2	5	10	2	13	43	2	10	8	11	18	0
ENSCAFG00000014047	2318	306	223	48	451	204	374	244	23	70	103	1480	1114	353	846	162	1386	821	1806	344	515	1484	45	1171	1544	456	306	1817	204	1070	418	434	207	251
ENSCAFG00000014106	6262	140	102	98	270	129	193	100	9	62	116	558	422	147	238	210	756	268	789	240	360	415	14	517	746	414	165	707	80	716	521	404	148	148
ENSCAFG00000020600	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000020541	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000014128	1927	115	123	93	136	131	105	93	4	45	89	858	642	178	442	116	884	276	833	197	371	680	26	611	673	633	123	971	91	739	379	345	67	119
ENSCAFG00000014161	5376	17	4	4	22	65	12	5	0	3	5	14	15	11	15	17	14	7	21	4	16	26	8	27	16	18	7	29	8	18	23	17	5	10
ENSCAFG00000014185	2885	150	124	74	208	122	311	150	17	99	233	1017	714	251	588	180	857	400	889	335	823	752	34	630	896	917	173	856	164	984	589	457	212	223
ENSCAFG00000014216	2926	99	89	36	244	179	153	105	26	14	30	532	444	193	224	92	440	301	757	171	131	432	42	340	758	120	74	430	57	366	150	97	80	139
ENSCAFG00000014239	2407	291	463	264	668	594	548	351	34	308	875	2223	1827	928	1124	546	941	949	626	1152	952	991	130	1018	759	1079	583	1386	538	1032	1551	1202	654	503
ENSCAFG00000014281	2673	118	222	31	418	438	364	173	27	3	28	3074	2174	402	340	40	3329	380	1912	227	136	1812	73	2826	2542	4	101	2602	154	1564	9	2	24	196
ENSCAFG00000014309	2435	36	51	47	161	37	44	44	10	31	28	97	73	49	75	42	314	152	277	71	97	227	5	342	81	171	60	652	31	156	144	102	28	24
ENSCAFG00000014338	6157	1254	730	512	1550	1553	2290	1098	151	389	494	3972	2930	1113	2352	2823	3917	1708	4241	2291	3112	2861	98	3439	3421	6051	2043	6581	1165	8707	5256	3734	2574	1571
ENSCAFG00000014367	1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025146	2846	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	1	0	3	3	1	2	1	1	2	0	0	0	0	0	0
ENSCAFG00000046785	1195	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0
ENSCAFG00000014400	7786	180	176	54	380	174	202	83	12	33	80	968	802	249	363	140	938	229	1230	191	472	771	20	634	1068	406	162	963	78	692	351	300	86	98
ENSCAFG00000045013	678	182	136	81	215	178	338	299	31	87	168	1374	986	219	896	151	796	812	1001	422	1146	1167	80	797	706	651	240	991	277	962	341	467	177	304
ENSCAFG00000014445	708	214	76	79	177	123	228	177	13	132	277	1354	1178	572	1607	184	496	460	661	450	3335	1653	35	774	601	1455	342	1009	215	1004	495	621	150	238
ENSCAFG00000014455	1842	31	20	20	92	55	43	21	0	12	18	208	104	17	66	42	283	119	307	48	85	179	5	224	181	166	35	251	11	155	123	82	32	17
ENSCAFG00000046628	943	6	13	0	7	14	8	8	1	1	4	33	29	7	8	8	11	8	21	15	10	18	1	14	19	14	6	14	4	22	38	34	3	7
ENSCAFG00000014465	1185	9	18	1	15	7	34	24	4	0	4	81	54	6	8	8	63	23	122	18	25	47	0	24	37	22	6	19	2	51	39	18	5	10
ENSCAFG00000041631	1584	6	0	2	0	4	0	2	2	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	6	0
ENSCAFG00000014472	1484	113	134	63	213	229	370	194	36	40	115	315	249	72	141	117	400	357	423	232	254	247	38	261	341	321	160	435	101	358	165	113	199	201
ENSCAFG00000014488	523	10	17	10	16	13	19	11	6	7	4	84	44	15	28	3	57	48	108	16	18	60	3	66	69	65	25	97	16	64	39	17	7	9
ENSCAFG00000014542	4306	50	39	73	105	86	41	42	11	99	153	530	450	117	397	167	292	67	170	215	1392	376	28	332	337	917	158	663	97	824	613	518	87	80
ENSCAFG00000014567	744	38	32	122	83	26	39	38	10	200	408	310	221	227	1189	244	130	90	117	602	5166	307	19	271	106	1730	436	792	218	1464	1519	1903	325	235
ENSCAFG00000014572	645	95	66	19	127	51	110	97	10	25	64	881	689	150	292	57	203	326	355	202	249	644	47	185	271	168	97	292	66	258	180	98	46	87
ENSCAFG00000014577	1134	202	154	76	383	232	336	159	24	64	179	1085	901	316	379	223	1057	532	884	326	280	717	34	724	974	426	258	908	225	741	423	321	195	279
ENSCAFG00000014580	1722	34	33	24	87	52	92	63	2	25	53	450	332	98	231	59	374	265	590	164	384	455	13	306	342	339	86	451	61	398	209	178	73	59
ENSCAFG00000014585	1232	4	4	1	3	0	7	4	1	1	2	6	3	2	1	8	14	11	29	7	5	6	0	6	14	27	4	16	7	20	15	8	4	2
ENSCAFG00000014591	1223	8	4	2	9	5	3	8	0	5	4	18	19	7	11	5	12	18	26	12	8	37	2	33	28	41	23	58	2	24	24	28	3	11
ENSCAFG00000014609	2499	25	15	44	70	31	15	18	10	11	28	46	43	23	47	44	62	35	56	44	96	68	5	257	42	256	95	557	12	129	101	92	22	20
ENSCAFG00000014672	1873	141	195	81	185	80	197	137	7	139	210	6890	5100	567	2488	215	4007	807	2876	715	3987	5045	64	2253	2798	2520	236	2407	190	2525	976	1236	65	177
ENSCAFG00000014712	3156	9	9	14	26	23	17	12	6	7	7	98	70	19	56	11	64	31	90	38	124	81	24	81	56	63	14	146	8	81	33	26	24	22
ENSCAFG00000014724	2088	37	33	19	127	58	89	32	2	32	100	339	252	90	137	68	324	146	201	202	171	214	5	333	397	216	102	410	78	434	462	309	111	81
ENSCAFG00000014729	986	57	34	27	57	41	92	80	0	8	21	532	478	66	199	33	617	249	823	119	210	492	9	354	593	173	63	397	62	519	74	76	27	84
ENSCAFG00000014738	533	20	12	4	33	2	28	14	1	10	49	176	118	23	143	56	360	153	432	95	157	163	2	326	298	294	79	388	55	527	124	190	32	23
ENSCAFG00000014746	1364	10	8	1	42	25	26	8	0	25	30	170	142	66	119	33	103	40	97	68	115	111	13	91	88	113	33	140	22	98	63	64	13	15
ENSCAFG00000014777	2194	22	9	36	68	10	63	53	2	47	96	273	191	58	363	165	290	48	259	142	386	202	4	103	261	734	102	306	21	462	588	426	221	45
ENSCAFG00000014976	4310	299	327	116	512	300	595	279	14	83	228	2652	1974	683	1282	395	2184	607	2133	591	1448	2472	67	1484	2308	1086	379	2138	283	2095	1207	961	329	429
